Time,Out,X,Y,Z
0.0191080570220947,0,0.0441436767578125,-0.0068817138671875,-1.00390625
0.0275610685348511,0,0.0307769775390625,-0.00555419921875,-1.01155090332031
0.0375840663909912,0,0.0274810791015625,-0.0032501220703125,-1.01802062988281
0.0475000143051147,0,0.016693115234375,0.000457763671875,-1.02069091796875
0.0576050281524658,0,0.0102996826171875,0.0054473876953125,-1.0146484375
0.0677220821380615,0,0.0167694091796875,0.0066680908203125,-1.00712585449219
0.0776749849319458,0,0.012786865234375,0.0012664794921875,-1.01219177246094
0.0876070261001587,0,0.024200439453125,-0.0064849853515625,-1.02323913574219
0.0976539850234985,0,0.0363311767578125,-0.008880615234375,-1.00830078125
0.107558012008667,0,0.0380401611328125,-0.010650634765625,-0.993301391601563
0.117592096328735,0,0.047271728515625,-0.023956298828125,-0.999191284179688
0.127866983413696,0,0.021453857421875,-0.037200927734375,-0.997940063476563
0.137510061264038,0,0.0112762451171875,-0.030853271484375,-1.00350952148438
0.14762806892395,0,0.0235137939453125,-0.018707275390625,-1.00216674804688
0.15754508972168,0,0.033538818359375,-0.009124755859375,-0.996170043945313
0.167620062828064,0,0.0368499755859375,-0.009857177734375,-1.01011657714844
0.177662014961243,0,0.029510498046875,-0.0113525390625,-1.0194091796875
0.187642097473145,0,0.0267486572265625,-0.0034637451171875,-1.02667236328125
0.197627067565918,0,0.032135009765625,-0.0043182373046875,-1.03738403320313
0.207683086395264,0,0.041259765625,-0.01324462890625,-1.033935546875
0.217617988586426,0,0.055267333984375,-0.0199737548828125,-1.02154541015625
0.227634072303772,0,0.0555572509765625,-0.0263671875,-1.01654052734375
0.237720012664795,0,0.0482330322265625,-0.0331268310546875,-1.01487731933594
0.247559070587158,0,0.0460205078125,-0.039306640625,-1.00637817382813
0.257691025733948,0,0.0385284423828125,-0.039947509765625,-0.992462158203125
0.267600059509277,0,0.0310821533203125,-0.0366363525390625,-0.98193359375
0.277683019638062,0,0.0325164794921875,-0.033233642578125,-0.985549926757813
0.287629008293152,0,0.0304718017578125,-0.034576416015625,-0.996734619140625
0.297644019126892,0,0.022430419921875,-0.0391845703125,-1.0052490234375
0.307637095451355,0,0.0140838623046875,-0.044036865234375,-1.00765991210938
0.317705988883972,0,0.0152435302734375,-0.0487213134765625,-1.00917053222656
0.327636003494263,0,0.0181884765625,-0.0549774169921875,-1.00764465332031
0.337692022323608,0,0.0155487060546875,-0.061920166015625,-1.004150390625
0.347699046134949,0,0.0187225341796875,-0.0630645751953125,-0.996246337890625
0.357694983482361,0,0.03094482421875,-0.0577545166015625,-0.988937377929688
0.36764407157898,0,0.032928466796875,-0.0564727783203125,-0.991470336914063
0.377741098403931,0,0.0311431884765625,-0.0555419921875,-1.00424194335938
0.387706995010376,0,0.0236968994140625,-0.0494842529296875,-1.01219177246094
0.397655010223389,0,0.02178955078125,-0.0495147705078125,-1.02964782714844
